Reference Number,Easting,Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
14O1025,429788,430628,1,23-Apr-14,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,22,Car
14O1225,424452,428094,2,24-Apr-14,1740,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,18,Motorcycle over 50cc and up to 125cc
14O1503,436352,436417,1,24-Apr-14,1800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
14P0845,429787,430926,1,25-Apr-14,1440,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,46,Car
14P0942,430306,432314,2,25-Apr-14,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,25,Car
14Q0304,430065,431119,2,26-Apr-14,525,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,28,M/cycle 50cc and under
14Q0907,431860,425713,5,26-Apr-14,1424,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Ridden horse
14Q1587,429946,433788,1,25-Apr-14,1940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,18,Bus or coach (17 or more passenger seats)
14R0848,430604,434565,2,26-Apr-14,1330,A,Dry,Daylight: street lights present,Unknown,Driver,Slight,Female,45,Car
14R0848,430604,434565,2,26-Apr-14,1330,A,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Male,25,Car
14R1003,423035,435217,2,27-Apr-14,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Motorcycle over 50cc and up to 125cc
14R1181,435638,436343,2,27-Apr-14,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,1,Car
14R1223,419650,441077,2,27-Apr-14,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
14S0217,422292,438279,2,28-Apr-14,735,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,23,Motorcycle over 50cc and up to 125cc
14S0237,426550,442017,2,28-Apr-14,803,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
14S0258,429090,439492,2,28-Apr-14,815,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,49,Car
14S0479,436283,434154,1,28-Apr-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,58,Car
14S0758,429811,434610,2,28-Apr-14,1310,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
14S0896,429925,435658,1,28-Apr-14,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,78,Car
14S1211,430915,436494,2,28-Apr-14,1024,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
14S1601,433633,435340,2,28-Apr-14,1905,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,63,Car
14T0043,429309,435030,2,29-Apr-14,55,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,21,Car
14T0368,433060,434084,1,05-Apr-14,1600,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,56,Car
14T0951,430643,428140,1,29-Apr-14,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
14T1265,426313,435511,2,29-Apr-14,1800,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,34,Pedal cycle
14T1289,428962,432729,2,29-Apr-14,1820,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,51,Pedal cycle
14U0293,429948,433120,2,30-Apr-14,835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Pedal cycle
14U0297,430769,435251,1,30-Apr-14,841,C,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,9,Car
14U0578,428825,435232,2,30-Apr-14,1605,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Female,46,Car
14U0843,428440,435705,2,30-Apr-14,1400,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
14U0936,423742,444356,2,30-Apr-14,1443,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Pedal cycle
14U1029,430095,431332,1,30-Apr-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,30,Car
14U1145,430629,434216,1,30-Apr-14,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,78,Bus or coach (17 or more passenger seats)
14U1235,428789,435578,2,30-Apr-14,1700,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Pedal cycle
14U1278,435584,433605,2,30-Apr-14,830,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,37,Pedal cycle
14U1433,427791,427910,1,30-Apr-14,1330,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,78,Bus or coach (17 or more passenger seats)
14U1515,428530,432087,2,30-Apr-14,1720,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Car
14U1644,434962,436855,2,30-Apr-14,2025,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Serious,Male,35,Pedal cycle
15A0766,428561,426055,2,10-May-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,79,Car
15A0766,428561,426055,2,10-May-14,1230,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,89,Car
15A0862,439390,426152,2,10-May-14,1335,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,24,Pedal cycle
15A1796,435153,439622,1,10-May-14,2317,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,28,Car
15B0557,430383,433575,1,11-May-14,1100,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,49,Bus or coach (17 or more passenger seats)
15B1000,434809,428192,2,11-May-14,1550,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Pedal cycle
15B1314,431628,435607,2,11-May-14,2152,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,28,Car
15B1641,435376,439571,1,11-May-14,2206,A,Wet / Damp,Darkness: no street lighting,Fine without high winds,Driver,Slight,Female,19,Car
15C0137,427595,434398,1,12-May-14,1200,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,30,Car
15C1074,430260,434079,2,12-May-14,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Pedal cycle
15C1241,423832,434274,1,12-May-14,1715,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,20,Car
15C1279,422320,428928,2,12-May-14,1720,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,54,Car
15D0210,438952,431558,2,13-May-14,734,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,57,Car
15D0210,438952,431558,2,13-May-14,734,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,46,Car
15D0384,428114,434514,1,13-May-14,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,70,Car
15D0384,428114,434514,1,13-May-14,950,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
15D0396,429887,434259,2,13-May-14,953,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,45,Taxi/Private hire car
15D0701,428750,432844,2,07-May-14,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Pedal cycle
15D1484,426644,433496,4,13-May-14,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,39,Car
15D1484,426644,433496,4,13-May-14,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,52,Car
15D1484,426644,433496,4,13-May-14,2015,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,43,Car
15E0367,429408,433933,2,14-May-14,950,A(M),Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Car
15E0987,428627,433392,2,14-May-14,1420,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,27,Pedal cycle
15E1011,428505,433061,2,14-May-14,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,33,Car
15E1011,428505,433061,2,14-May-14,1535,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,18,Bus or coach (17 or more passenger seats)
15E1064,430678,433542,1,14-May-14,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,59,Bus or coach (17 or more passenger seats)
15E1210,432333,434509,1,13-May-14,1745,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,12,Car
15E1547,431456,439242,3,14-May-14,1920,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Fatal,Male,36,Motorcycle over 125cc and up to 500cc
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,Driver,Slight,Male,53,Goods vehicle 3.5 tonnes mgw and under
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Male,48,Goods vehicle 3.5 tonnes mgw and under
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,Driver,Serious,Male,18,Car
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Male,17,Car
15E1667,420619,441139,2,14-May-14,2010,Unclassified,Dry,Daylight: street lights present,Unknown,Passenger,Serious,Male,18,Car
15F0227,424893,427728,3,15-May-14,743,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Car
15F0227,424893,427728,3,15-May-14,743,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,22,Goods vehicle 3.5 tonnes mgw and under
15F0489,435845,425933,2,15-May-14,1130,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
15F0611,433144,426327,2,15-May-14,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
15F0951,436182,434463,2,15-May-14,1510,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,28,Pedal cycle
15F1030,424559,435188,1,15-May-14,1415,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,70,Bus or coach (17 or more passenger seats)
15F1407,442156,434450,2,15-May-14,1840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,51,Pedal cycle
15F1644,423110,445522,2,15-May-14,2030,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Pedal cycle
15G0488,420084,445919,2,16-May-14,1030,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,41,Pedal cycle
15G0911,433935,434125,2,16-May-14,1310,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,16,Pedal cycle
15G1472,433127,436120,3,16-May-14,1840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
15G1472,433127,436120,3,16-May-14,1840,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,4,Car
15G2096,420520,441642,2,16-May-14,2317,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,36,Taxi/Private hire car
15G2096,420520,441642,2,16-May-14,2317,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,58,Taxi/Private hire car
15G2096,420520,441642,2,16-May-14,2317,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,55,Taxi/Private hire car
15H0289,429763,430512,1,17-May-14,345,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,25,Car
15H0718,426259,433461,2,06-May-14,1930,Unclassified,Dry,Daylight: street lights present,Unknown,Driver,Slight,Male,20,Car
15H0817,427577,433716,1,17-May-14,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
15H1198,431368,432375,2,17-May-14,1510,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,44,Car
15H1198,431368,432375,2,17-May-14,1510,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Car
15H1212,434952,434672,2,17-May-14,1620,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,35,Car
15H1212,434952,434672,2,17-May-14,1620,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,42,Car
15H1752,444074,429194,1,17-May-14,2025,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,19,Motorcycle over 50cc and up to 125cc
15H1907,428368,435742,2,17-May-14,820,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Pedal cycle
15H2019,422950,434117,1,17-May-14,2230,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Female,18,Car
15I0732,438952,431558,2,18-May-14,1225,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,85,Car
15I0732,438952,431558,2,18-May-14,1225,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,83,Car
15I0732,438952,431558,2,18-May-14,1225,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,65,Car
15I1828,431056,435505,2,18-May-14,2115,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,19,Car
15J0675,431401,435024,2,19-May-14,1217,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,40,Car
15J0675,431401,435024,2,19-May-14,1217,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,26,Car
15J0675,431401,435024,2,19-May-14,1217,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
15J0679,427043,433100,1,19-May-14,1105,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,80,Bus or coach (17 or more passenger seats)
15J0871,430092,431329,2,19-May-14,1350,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,55,Car
15J0871,430092,431329,2,19-May-14,1350,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,19,Car
15J1517,429788,430628,2,19-May-14,1837,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,35,Car
15J1517,429788,430628,2,19-May-14,1837,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,23,Car
15J1610,430785,433345,2,19-May-14,1915,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,22,Motorcycle over 125cc and up to 500cc
15J1920,431766,435530,1,19-May-14,2030,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,8,Car
15K0794,432443,438769,1,20-May-14,1410,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,2,Car
15K1144,435040,425907,2,20-May-14,1706,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
15K1240,431502,435096,2,20-May-14,1755,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,7,Pedal cycle
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,33,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,38,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,32,Car
15K1355,431646,435322,2,20-May-14,1855,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,16,Car
15K1400,435957,435472,2,20-May-14,1915,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,16,M/cycle 50cc and under
15L0244,425951,434970,2,21-May-14,805,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,54,Pedal cycle
15L0264,430121,424016,2,21-May-14,825,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,22,Car
15L0280,425901,436262,2,21-May-14,842,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Pedal cycle
15L0934,441078,448575,2,21-May-14,1421,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,69,Pedal cycle
15L1293,431481,435007,2,21-May-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
15L1293,431481,435007,2,21-May-14,1700,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,44,Car
15L1327,431888,435678,1,21-May-14,1715,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,31,Car
15L1393,433401,429912,2,21-May-14,1745,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,35,Motorcycle over 50cc and up to 125cc
15M0314,426423,433311,1,22-May-14,805,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Female,14,Goods vehicle 3.5 tonnes mgw and under
15M0402,431508,435115,2,22-May-14,915,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,35,Car
15M0402,431508,435115,2,22-May-14,915,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,25,Car
15M0477,432192,434992,2,22-May-14,1000,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,38,Pedal cycle
15M1010,432055,435968,2,22-May-14,1505,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,35,Car
15M1139,424934,434426,2,22-May-14,1600,Unclassified,Dry,Daylight: street lights present,Unknown,Driver,Slight,Male,22,M/cycle 50cc and under
15M1199,431401,435027,2,22-May-14,1640,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,43,Pedal cycle
15M1314,419250,441751,1,22-May-14,1743,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Serious,Female,60,Car
15M1670,425060,432279,1,22-May-14,1500,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,11,Goods vehicle 3.5 tonnes mgw and under
15N0246,426339,438618,1,23-May-14,850,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Female,50,Car
15N0260,431452,435831,1,23-May-14,854,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,9,Car
15N0734,427355,425845,1,23-May-14,1400,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Pedestrian,Slight,Male,14,Car
15N1660,426826,433098,2,23-May-14,2210,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,26,Car
15N1660,426826,433098,2,23-May-14,2210,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,22,Car
15N1660,426826,433098,2,23-May-14,2210,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,42,Car
15N1660,426826,433098,2,23-May-14,2210,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,43,Car
15O0331,429330,434989,1,24-May-14,503,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,30,Motorcycle - Unknown CC
15O0847,429815,427690,2,24-May-14,1345,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Female,25,Car
15O1024,431957,435854,3,24-May-14,1345,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,43,Car
15P0358,429985,434872,1,25-May-14,610,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,23,Car
15P0887,429187,431920,2,25-May-14,1455,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,23,Car
15P0887,429187,431920,2,25-May-14,1455,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Female,22,Car
15P0887,429187,431920,2,25-May-14,1455,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Serious,Male,3,Car
15Q0412,429050,439827,1,26-May-14,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Pedal cycle
15Q0412,429050,439827,1,26-May-14,800,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,66,Pedal cycle
15Q0515,430634,433681,2,26-May-14,1008,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,23,Motorcycle over 50cc and up to 125cc
15Q0535,433400,445017,3,26-May-14,1022,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,45,Motorcycle over 500cc
15Q0549,427896,436200,2,26-May-14,1035,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,32,Pedal cycle
15Q0770,432157,436139,2,26-May-14,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,26,Motorcycle over 50cc and up to 125cc
15Q0822,434989,436890,2,26-May-14,1328,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,26,Car
15Q0901,427526,436948,2,26-May-14,1415,A,Dry,Daylight: street lights present,Unknown,Driver,Slight,Male,49,Pedal cycle
15Q1004,428926,436533,1,26-May-14,1517,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,32,Motorcycle over 125cc and up to 500cc
15Q1064,419097,446608,2,26-May-14,1540,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,9,Pedal cycle
15Q1345,435545,438371,2,26-May-14,1805,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,24,Car
15R1430,430087,433772,1,27-May-14,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,56,Bus or coach (17 or more passenger seats)
15R1724,430418,437828,3,27-May-14,1930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,24,Car
15R1724,430418,437828,3,27-May-14,1930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,46,Car
15R1724,430418,437828,3,27-May-14,1930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,21,Car
15S0336,428378,434062,2,28-May-14,925,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Slight,Male,43,Pedal cycle
15S1312,426294,435578,4,28-May-14,1630,A,Wet / Damp,Daylight: street lights present,Unknown,Driver,Slight,Female,30,Car
15S1540,425004,429003,3,28-May-14,2143,B,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,45,Car
15S1541,431646,435322,2,28-May-14,2145,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver,Slight,Male,20,Pedal cycle
15T0007,425138,437868,2,29-May-14,5,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,17,Motorcycle over 50cc and up to 125cc
15T0075,431477,435114,2,29-May-14,130,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Male,23,Car
15T0075,431477,435114,2,29-May-14,130,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver,Slight,Female,22,Car
15T0247,432060,431124,2,29-May-14,808,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver,Serious,Male,33,Motorcycle over 50cc and up to 125cc
15T0607,433914,434130,2,29-May-14,1135,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Goods vehicle 3.5 tonnes mgw and under
15U0252,428382,434060,3,30-May-14,737,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,30,Pedal cycle
15U0252,428382,434060,3,30-May-14,737,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,48,Pedal cycle
15U0298,431254,445733,2,30-May-14,840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,57,Car
15U0298,431254,445733,2,30-May-14,840,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,29,Car
15U0376,442614,427325,1,30-May-14,915,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,34,Goods vehicle 7.5 tonnes mgw and over
15U0476,430774,438746,2,30-May-14,1114,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,52,Car
15U0732,428470,431340,2,30-May-14,1345,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,53,Goods vehicle 3.5 tonnes mgw and under
15U1234,431361,432757,3,30-May-14,1805,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,30,Car
15U1331,431397,432736,2,30-May-14,1842,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,38,Car
15V0376,440948,439819,2,31-May-14,455,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,20,Motorcycle over 50cc and up to 125cc
15V0829,419912,441056,2,31-May-14,1235,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Pedal cycle
15V1000,429338,434993,2,31-May-14,1420,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Serious,Male,23,Motorcycle over 50cc and up to 125cc
15V1484,426207,428179,2,31-May-14,1845,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,20,Car
15V1629,428045,432829,2,31-May-14,2016,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,29,Car
16A0714,429650,432879,1,10-Jun-14,1320,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,43,Car
16A0804,430413,433724,1,11-Jun-14,1353,Unclassified,Dry,Daylight: street lights present,Unknown,Passenger,Slight,Male,49,Bus or coach (17 or more passenger seats)
16A0981,427171,433525,1,10-Jun-14,1550,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,34,Car
16B0530,430711,439085,2,11-Jun-14,1050,A,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,61,Pedal cycle
16B0624,421792,435452,3,11-Jun-14,1158,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Female,50,Car
16B0624,421792,435452,3,11-Jun-14,1158,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,25,Car
16B0624,421792,435452,3,11-Jun-14,1158,B,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,25,Car
16B0624,421792,435452,3,11-Jun-14,1158,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Car
16B0624,421792,435452,3,11-Jun-14,1158,B,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,24,Car
16B1088,422065,434217,2,11-Jun-14,1600,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver,Slight,Male,55,Motorcycle over 500cc
